Device Name;Region;Type;Famille;Produit;Edition;Version
Device 19376;US;Desktop;Office;Office;Standard;2013
Device 19377;US;Desktop;Office;Office;Standard;2013
Device 19378;US;Desktop;Office;Office;Standard;2007
Device 19379;US;Desktop;Office;Office;Standard;2007
Device 19379;US;Desktop;Office;Project;Standard;2007
Device 19380;US;Desktop;Office;Office;Standard;2013
Device 19380;US;Desktop;Office;Project;Standard;2013
Device 19380;US;Desktop;Office;Visio;Standard;2013
Device 19381;US;Desktop;Office;Office;Standard;2013
Device 19382;US;Desktop;Office;Office;Standard;2013
Device 19382;US;Desktop;Office;Project;Standard;2013
Device 19383;US;Desktop;Office;Visio;Standard;2013
Device 19383;US;Desktop;Office;Office;Standard;2013
Device 19384;US;Desktop;Office;Office;Standard;2007
Device 19385;US;Desktop;Office;Office;Standard;2007
Device 19386;US;Desktop;Office;Office;Standard;2007
Device 19387;US;Desktop;Office;Office;Standard;2007
Device 19388;US;Desktop;Office;Office;Standard;2013
Device 19389;US;Desktop;Office;Office;Standard;2007
Device 19390;US;Desktop;Office;Office;Standard;2013
Device 19391;US;Desktop;Office;Office;Standard;2007
Device 19392;US;Desktop;Office;Office;Standard;2013
Device 19392;US;Desktop;Office;Project;Standard;2013
Device 19393;US;Desktop;Office;Office;Standard;2007
Device 19394;US;Desktop;Office;Office;Standard;2013
Device 19395;US;Desktop;Office;Office;Standard;2013
Device 19396;US;Desktop;Office;Office;Standard;2007
Device 19397;US;Desktop;Office;Office;Standard;2013
Device 19397;US;Desktop;Office;Project;Standard;2007
Device 19398;US;Desktop;Office;Office;Standard;2007
Device 19399;US;Desktop;Office;Office;Standard;2007
Device 19400;US;Desktop;Office;Office;Standard;2007
Device 19401;US;Desktop;Office;Visio;Standard;2013
Device 19401;US;Desktop;Office;Office;Standard;2013
Device 19402;US;Desktop;Office;Project;Standard;2007
Device 19402;US;Desktop;Office;Office;Standard;2007
Device 19403;US;Desktop;Office;Office;Standard;2007
Device 19404;US;Desktop;Office;Office;Standard;2007
Device 19405;US;Desktop;Office;Office;Standard;2007
Device 19406;US;Desktop;Office;Office;Standard;2007
Device 19407;US;Desktop;Office;Office;Standard;2007
Device 19408;US;Desktop;Office;Office;Standard;2007
Device 19409;US;Desktop;Office;Office;Standard;2007
Device 19410;US;Desktop;Office;Office;Standard;2007
Device 19411;US;Desktop;Office;Office;Standard;2007
Device 19412;US;Desktop;Office;Office;Standard;2007
Device 19413;US;Desktop;Office;Office;Standard;2007
Device 19414;US;Desktop;Office;Office;Standard;2007
Device 19415;US;Desktop;Office;Office;Standard;2007
Device 19416;US;Desktop;Office;Office;Standard;2007
Device 19417;US;Desktop;Office;Office;Standard;2007
Device 19418;US;Desktop;Office;Office;Standard;2007
Device 19419;US;Desktop;Office;Office;Standard;2013
Device 19420;US;Desktop;Office;Office;Standard;2007
Device 19421;US;Desktop;Office;Office;Standard;2007
Device 19422;US;Desktop;Office;Office;Standard;2007
Device 19423;US;Desktop;Office;Office;Standard;2007
Device 19424;US;Desktop;Office;Office;Standard;2007
Device 19425;US;Desktop;Office;Office;Standard;2007
Device 19426;US;Desktop;Office;Office;Standard;2013
Device 19426;US;Desktop;Office;Visio;Standard;2013
Device 19427;US;Desktop;Office;Office;Standard;2007
Device 19428;US;Desktop;Office;Office;Standard;2007
Device 19429;US;Desktop;Office;Access;;2010
Device 19429;US;Desktop;Office;Office;Standard;2007
Device 19430;US;Desktop;Office;Office;Standard;2007
Device 19431;US;Desktop;Office;Office;Standard;2007
Device 19431;US;Desktop;Office;Visio;Standard;2013
Device 19432;US;Desktop;Office;Office;Standard;2013
Device 19433;US;Desktop;Office;Office;Standard;2007
Device 19434;US;Desktop;Office;Office;Standard;2013
Device 19435;US;Desktop;Office;Office;Standard;2007
Device 19436;US;Desktop;Office;Office;Standard;2007
Device 19437;US;Desktop;Office;Office;Standard;2007
Device 19438;US;Desktop;Office;Office;Standard;2007
Device 19439;US;Desktop;Office;Office;Standard;2007
Device 19440;US;Desktop;Office;Office;Standard;2007
Device 19441;US;Desktop;Office;Office;Standard;2010
Device 19442;US;Desktop;Office;Office;Standard;2007
Device 19443;US;Desktop;Office;Office;Standard;2007
Device 19444;US;Desktop;Office;Office;Standard;2007
Device 19445;US;Desktop;Office;Office;Standard;2007
Device 19446;US;Desktop;Office;Office;Standard;2007
Device 19447;US;Desktop;Office;Office;Standard;2007
Device 19448;US;Desktop;Office;Office;Standard;2013
Device 19449;US;Desktop;Office;Office;Standard;2007
Device 19450;US;Desktop;Office;Office;Standard;2007
Device 19451;US;Desktop;Office;Office;Standard;2007
Device 19452;US;Desktop;Office;Office;Standard;2013
Device 19453;US;Desktop;Office;Office;Standard;2007
Device 19454;US;Desktop;Office;Office;Standard;2007
Device 19455;US;Desktop;Office;Office;Standard;2007
Device 19456;US;Desktop;Office;Project;Standard;2007
Device 19456;US;Desktop;Office;Office;Standard;2007
Device 19457;US;Desktop;Office;Office;Standard;2013
Device 19457;US;Desktop;Office;Visio;Standard;2013
Device 19458;US;Desktop;Office;Project;Standard;2013
Device 19458;US;Desktop;Office;Office;Standard;2013
Device 19459;US;Desktop;Office;Office;Standard;2007
Device 19460;US;Desktop;Office;Office;Standard;2013
Device 19461;US;Desktop;Office;Office;Standard;2007
Device 19462;US;Desktop;Office;Office;Standard;2007
Device 19463;US;Desktop;Office;Office;Standard;2007
Device 19464;US;Desktop;Office;Office;Standard;2013
Device 19465;US;Desktop;Office;Office;Standard;2007
Device 19466;US;Desktop;Office;Office;Standard;2007
Device 19467;US;Desktop;Office;Office;Standard;2007
Device 19468;US;Desktop;Office;Office;Standard;2007
Device 19468;US;Desktop;Office;Visio;Standard;2007
Device 19469;US;Desktop;Office;Project;Standard;2013
Device 19469;US;Desktop;Office;Office;Standard;2013
Device 19470;US;Desktop;Office;Office;Standard;2013
Device 19470;US;Desktop;Office;Visio;Standard;2013
Device 19471;US;Desktop;Office;Project;Standard;2013
Device 19471;US;Desktop;Office;Office;Standard;2007
Device 19471;US;Desktop;Office;Visio;Standard;2007
Device 19472;US;Desktop;Office;Visio;Standard;2013
Device 19472;US;Desktop;Office;Project;Standard;2013
Device 19472;US;Desktop;Office;Office;Professional Plus;2013
Device 19473;US;Desktop;Office;Office;Standard;2007
Device 19474;US;Desktop;Office;Project;Standard;2013
Device 19474;US;Desktop;Office;Office;Standard;2013
Device 19474;US;Desktop;Office;Visio;Standard;2013
Device 19475;US;Desktop;Office;Office;Standard;2013
Device 19476;US;Desktop;Office;Project;Standard;2013
Device 19476;US;Desktop;Office;Office;Standard;2013
Device 19477;US;Desktop;Office;Publisher;;2007
Device 19477;US;Desktop;Office;Office;Standard;2007
Device 19478;US;Desktop;Office;Office;Standard;2007
Device 19479;US;Desktop;Office;Office;Professional Plus;2013
Device 19479;US;Desktop;Office;Visio;Standard;2013
Device 19480;US;Desktop;Office;Visio;Standard;2013
Device 19480;US;Desktop;Office;Project;Standard;2007
Device 19480;US;Desktop;Office;Office;Standard;2013
Device 19481;US;Desktop;Office;Project;Standard;2007
Device 19481;US;Desktop;Office;Office;Standard;2007
Device 19482;US;Desktop;Office;Office;Standard;2013
Device 19483;US;Desktop;Office;Office;Standard;2007
Device 19484;US;Desktop;Office;Office;Standard;2013
Device 19485;US;Desktop;Office;Office;Standard;2013
Device 19485;US;Desktop;Office;Project;Standard;2010
Device 19486;US;Desktop;Office;Office;Standard;2007
Device 19487;US;Desktop;Office;Office;Standard;2007
Device 19488;US;Desktop;Office;Project;Standard;2013
Device 19488;US;Desktop;Office;Office;Standard;2013
Device 19489;US;Desktop;Office;Office;Standard;2007
Device 19490;US;Desktop;Office;Project;Standard;2010
Device 19490;US;Desktop;Office;Office;Standard;2007
Device 19491;US;Desktop;Office;Office;Standard;2007
Device 19492;US;Desktop;Office;Office;Standard;2007
Device 19493;US;Desktop;Office;Office;Standard;2013
Device 19494;US;Desktop;Office;Project;Standard;2007
Device 19494;US;Desktop;Office;Office;Standard;2013
Device 19494;US;Desktop;Office;Visio;Standard;2007
Device 19494;US;Desktop;Office;Access;;2003
Device 19495;US;Desktop;Office;Office;Standard;2007
Device 19496;US;Desktop;Office;Project;Standard;2013
Device 19496;US;Desktop;Office;Office;Standard;2013
Device 19497;US;Desktop;Office;Project;Standard;2013
Device 19497;US;Desktop;Office;Visio;Standard;2007
Device 19497;US;Desktop;Office;Office;Standard;2010
Device 19498;US;Desktop;Office;Office;Standard;2013
Device 19499;US;Desktop;Office;Office;Standard;2007
Device 19500;US;Desktop;Office;Project;Standard;2007
Device 19500;US;Desktop;Office;Office;Standard;2013
Device 19501;US;Desktop;Office;Office;Standard;2007
Device 19502;US;Desktop;Office;Office;Standard;2007
Device 19503;US;Desktop;Office;Office;Standard;2007
Device 19504;US;Desktop;Office;Office;Standard;2007
Device 19505;US;Desktop;Office;Visio;Standard;2013
Device 19505;US;Desktop;Office;Office;Standard;2013
Device 19506;US;Desktop;Office;Office;Standard;2007
Device 19506;US;Desktop;Office;Project;Standard;2007
Device 19507;US;Desktop;Office;Office;Standard;2007
Device 19508;US;Desktop;Office;Office;Standard;2007
Device 19509;US;Desktop;Office;Office;Standard;2013
Device 19510;US;Desktop;Office;Office;Standard;2013
Device 19511;US;Desktop;Office;Office;Standard;2007
Device 19512;US;Desktop;Office;Office;Standard;2007
Device 19513;US;Desktop;Office;Office;Standard;2007
Device 19514;US;Desktop;Office;Visio;Premium;2010
Device 19514;US;Desktop;Office;Office;Standard;2013
Device 19514;US;Desktop;Office;Visio;Standard;2013
Device 19515;US;Desktop;Office;Office;Standard;2007
Device 19516;US;Desktop;Office;Project;Standard;2013
Device 19516;US;Desktop;Office;Office;Standard;2013
Device 19516;US;Desktop;Office;Visio;Standard;2013
Device 19517;US;Desktop;Office;Project;Standard;2013
Device 19517;US;Desktop;Office;Office;Standard;2013
Device 19517;US;Desktop;Office;Visio;Professional;2013
Device 19518;US;Desktop;Office;Office;Standard;2013
Device 19519;US;Desktop;Office;Office;Standard;2007
Device 19520;US;Desktop;Office;Office;Standard;2007
Device 19521;US;Desktop;Office;Office;Standard;2007
Device 19522;US;Desktop;Office;Office;Standard;2007
Device 19523;US;Desktop;Office;Office;Standard;2007
Device 19524;US;Desktop;Office;Office;Standard;2007
Device 19525;US;Desktop;Office;Office;Standard;2007
Device 19526;US;Desktop;Office;Office;Standard;2013
Device 19527;US;Desktop;Office;Office;Standard;2007
Device 19528;US;Desktop;Office;Office;Standard;2007
Device 19529;US;Desktop;Office;Office;Standard;2007
Device 19530;US;Desktop;Office;Office;Standard;2013
Device 19531;US;Desktop;Office;Office;Standard;2007
Device 19532;US;Desktop;Office;Office;Standard;2007
Device 19533;US;Desktop;Office;Office;Standard;2007
Device 19534;US;Desktop;Office;Office;Standard;2007
Device 19535;US;Desktop;Office;Office;Standard;2007
Device 19536;US;Desktop;Office;Office;Standard;2007
Device 19537;US;Desktop;Visual;Visual Studio;Premium;2010
Device 19537;US;Desktop;Office;Office;Professional Plus;2010
Device 19537;US;Desktop;Visual;Visual Studio;Professional;2013
Device 19538;US;Desktop;Office;Office;Standard;2013
Device 19539;US;Desktop;Office;Office;Standard;2013
Device 19540;US;Desktop;Office;Visio;Standard;2013
Device 19540;US;Desktop;Office;Office;Standard;2013
Device 19541;US;Desktop;Office;Office;Standard;2013
Device 19541;US;Desktop;Office;Visio;Standard;2013
Device 19541;US;Desktop;Office;Project;Standard;2013
Device 19542;US;Desktop;Office;Office;Standard;2013
Device 19543;US;Desktop;Office;Office;Standard;2007
Device 19544;US;Desktop;Office;Project;Standard;2013
Device 19544;US;Desktop;Office;Office;Standard;2013
Device 19544;US;Desktop;Office;Visio;Standard;2013
Device 19545;US;Desktop;Office;Office;Standard;2013
Device 19546;US;Desktop;Office;Office;Standard;2013
Device 19547;US;Desktop;Office;Office;Standard;2007
Device 19548;US;Desktop;Office;Office;Standard;2013
Device 19549;US;Desktop;Office;Office;Standard;2013
Device 19550;US;Desktop;Office;Office;Standard;2013
Device 19551;US;Desktop;Office;Office;Standard;2013
Device 19552;US;Desktop;Office;Office;Standard;2013
Device 19553;US;Desktop;Office;Office;Standard;2013
Device 19554;US;Desktop;Office;Office;Standard;2013
Device 19555;US;Desktop;Office;Project;Standard;2013
Device 19555;US;Desktop;Office;Office;Standard;2013
Device 19555;US;Desktop;Office;Visio;Standard;2013
Device 19556;US;Desktop;Office;Office;Standard;2007
Device 19557;US;Desktop;Office;Office;Standard;2013
Device 19558;US;Desktop;Office;Office;Standard;2013
Device 19559;US;Desktop;Office;Office;Standard;2013
Device 19560;US;Desktop;Office;Office;Standard;2007
Device 19561;US;Desktop;Office;Visio;Premium;2010
Device 19561;US;Desktop;Office;Project;Standard;2010
Device 19561;US;Desktop;Office;Office;Standard;2010
Device 19562;US;Desktop;Office;Project;Standard;2013
Device 19562;US;Desktop;Office;Visio;Standard;2013
Device 19562;US;Desktop;Office;Office;Standard;2013
Device 19563;US;Desktop;Office;Office 365;ProPlus;16
Device 19564;US;Desktop;Office;Office;Standard;2013
Device 19565;US;Desktop;Office;Office;Standard;2013
Device 19566;US;Desktop;Office;Office;Standard;2013
Device 19567;US;Desktop;Office;Office;Standard;2013
Device 19568;US;Desktop;Office;Office;Standard;2007
Device 19569;US;Desktop;Office;Office;Standard;2013
Device 19570;US;Desktop;Office;Project;Standard;2007
Device 19570;US;Desktop;Office;Office;Standard;2007
Device 19570;US;Desktop;Office;Visio;Standard;2007
Device 19571;US;Desktop;Office;Office;Standard;2007
Device 19572;US;Desktop;Office;Office;Standard;2007
Device 19573;US;Desktop;Office;Office;Standard;2007
Device 19574;US;Desktop;Office;Office;Professional Plus;2013
Device 19575;US;Desktop;Office;Office;Standard;2013
Device 19575;US;Desktop;Office;Visio;Standard;2013
Device 19576;US;Desktop;Office;Office;Standard;2013
Device 19577;US;Desktop;Office;Office;Standard;2013
Device 19578;US;Desktop;Office;Office;Standard;2013
Device 19579;US;Desktop;Office;Office;Standard;2013
Device 19580;US;Desktop;Office;Office;Standard;2013
Device 19581;US;Desktop;Office;Office;Standard;2013
Device 19582;US;Desktop;Office;Office;Standard;2013
Device 19583;US;Desktop;Office;Office;Standard;2013
Device 19584;US;Desktop;Office;Office;Standard;2013
Device 19585;US;Desktop;Office;Office;Standard;2013
Device 19586;US;Desktop;Office;Office;Standard;2013
Device 19587;US;Desktop;Office;Project;Standard;2013
Device 19587;US;Desktop;Office;Office;Standard;2013
Device 19588;US;Desktop;Office;Office;Standard;2013
Device 19589;US;Desktop;Office;Office;Standard;2013
Device 19590;US;Desktop;Office;Office;Standard;2013
Device 19591;US;Desktop;Office;Office;Standard;2013
Device 19592;US;Desktop;Office;Office;Standard;2013
Device 19593;US;Desktop;Office;Office;Standard;2013
Device 19594;US;Desktop;Office;Office;Standard;2013
Device 19595;US;Desktop;Office;Office;Standard;2013
Device 19596;US;Desktop;Office;Office;Standard;2007
Device 19597;US;Desktop;Office;Office;Standard;2007
Device 19598;US;Desktop;Office;Office;Standard;2007
Device 19599;US;Desktop;Office;Office;Standard;2013
Device 19600;US;Desktop;Office;Office;Standard;2013
Device 19601;US;Desktop;Office;Office;Standard;2013
Device 19602;US;Desktop;Office;Project;Standard;2013
Device 19602;US;Desktop;Office;Office;Standard;2013
Device 19603;US;Desktop;Office;Visio;Standard;2013
Device 19603;US;Desktop;Office;Office;Standard;2013
Device 19604;US;Desktop;Office;Project;Standard;2013
Device 19604;US;Desktop;Office;Office;Standard;2013
Device 19605;US;Desktop;Office;Office;Standard;2013
Device 19606;US;Desktop;Office;Project;Standard;2013
Device 19606;US;Desktop;Office;Office;Standard;2013
Device 19606;US;Desktop;Office;Visio;Standard;2013
Device 19607;US;Desktop;Office;Office;Standard;2013
Device 19608;US;Desktop;Office;Office;Standard;2013
Device 19608;US;Desktop;Office;Project;Standard;2013
Device 19608;US;Desktop;Office;Visio;Standard;2013
Device 19609;US;Desktop;Office;Visio;Standard;2013
Device 19609;US;Desktop;Office;Office;Standard;2013
Device 19610;US;Desktop;Office;Office;Standard;2013
Device 19611;US;Desktop;Office;Office;Standard;2013
Device 19612;US;Desktop;Office;Office 365;ProPlus;16
Device 19612;US;Desktop;Office;Project;Standard;2013
Device 19613;US;Desktop;Office;Project;Standard;2013
Device 19613;US;Desktop;Office;Office;Standard;2013
Device 19614;US;Desktop;Office;Office;Standard;2013
Device 19615;US;Desktop;Office;Office;Standard;2013
Device 19616;US;Desktop;Office;Office;Standard;2013
Device 19617;US;Desktop;Office;Office;Standard;2013
Device 19618;US;Desktop;Office;Office;Standard;2013
Device 19619;US;Desktop;Office;Office;Standard;2013
Device 19620;US;Desktop;Office;Visio;Standard;2013
Device 19620;US;Desktop;Office;Project;Standard;2010
Device 19620;US;Desktop;Office;Office;Standard;2013
Device 19621;US;Desktop;Office;Office;Standard;2013
Device 19622;US;Desktop;Office;Office;Standard;2013
Device 19623;US;Desktop;Office;Office;Standard;2013
Device 19624;US;Desktop;Office;Office;Standard;2013
Device 19625;US;Desktop;Office;Office;Standard;2013
Device 19625;US;Desktop;Office;Project;Standard;2013
Device 19626;US;Desktop;Office;Office;Standard;2013
Device 19627;US;Desktop;Office;Office;Standard;2013
Device 19628;US;Desktop;Office;Office;Standard;2013
Device 19629;US;Desktop;Office;Office;Standard;2013
Device 19630;US;Desktop;Office;Project;Standard;2013
Device 19630;US;Desktop;Office;Office;Standard;2013
Device 19631;US;Desktop;Office;Project;Standard;2013
Device 19631;US;Desktop;Office;Office;Standard;2013
Device 19631;US;Desktop;Office;Visio;Standard;2013
Device 19632;US;Desktop;Office;Office;Standard;2013
Device 19633;US;Desktop;Office;Office;Standard;2013
Device 19633;US;Desktop;Office;Project;Standard;2013
Device 19633;US;Desktop;Office;Visio;Standard;2013
Device 19634;US;Desktop;Office;Office;Standard;2013
Device 19635;US;Desktop;Office;Office;Standard;2013
Device 19636;US;Desktop;Office;Office;Standard;2013
Device 19637;US;Desktop;Office;Office;Standard;2013
Device 19638;US;Desktop;Office;Office;Standard;2013
Device 19639;US;Desktop;Office;Office;Standard;2013
Device 19640;US;Desktop;Office;Office;Standard;2013
Device 19641;US;Desktop;Office;Project;Standard;2013
Device 19641;US;Desktop;Office;Office;Standard;2013
Device 19641;US;Desktop;Office;Visio;Standard;2013
Device 19642;US;Desktop;Office;Office;Standard;2013
Device 19643;US;Desktop;Office;Office;Standard;2013
Device 19644;US;Desktop;Office;Office;Standard;2013
Device 19645;US;Desktop;Office;Visio;Standard;2013
Device 19645;US;Desktop;Office;Office;Standard;2013
Device 19646;US;Desktop;Office;Office;Standard;2013
Device 19647;US;Desktop;Office;Office;Standard;2007
Device 19648;US;Desktop;Office;Office;Standard;2013
Device 19649;US;Desktop;Office;Office;Standard;2013
Device 19650;US;Desktop;Office;Office;Standard;2013
Device 19651;US;Desktop;Office;Office;Standard;2013
Device 19652;US;Desktop;Office;Office;Standard;2013
Device 19653;US;Desktop;Office;Office;Standard;2013
Device 19654;US;Desktop;Office;Office;Standard;2013
Device 19655;US;Desktop;Office;Office;Standard;2013
Device 19656;US;Desktop;Office;Office;Standard;2013
Device 19657;US;Desktop;Office;Office;Standard;2013
Device 19658;US;Desktop;Office;Office;Standard;2013
Device 19659;US;Desktop;Office;Office;Standard;2013
Device 19660;US;Desktop;Office;Office;Standard;2013
Device 19661;US;Desktop;Office;Office;Standard;2013
Device 19662;US;Desktop;Office;Office;Standard;2013
Device 19663;US;Desktop;Office;Office;Standard;2013
Device 19664;US;Desktop;Office;Office;Standard;2013
Device 19665;US;Desktop;Office;Office;Standard;2013
Device 19666;US;Desktop;Office;Office;Standard;2013
Device 19667;US;Desktop;Office;Office;Standard;2013
Device 19668;US;Desktop;Office;Office;Standard;2013
Device 19669;US;Desktop;Office;Office;Standard;2013
Device 19670;US;Desktop;Office;Office;Standard;2013
Device 19671;US;Desktop;Office;Office;Standard;2013
Device 19672;US;Desktop;Office;Office;Standard;2013
Device 19673;US;Desktop;Office;Office;Standard;2013
Device 19674;US;Desktop;Office;Office;Standard;2013
Device 19675;US;Desktop;Office;Office;Standard;2013
Device 19676;US;Desktop;Office;Office;Standard;2013
Device 19677;US;Desktop;Office;Office;Standard;2013
Device 19678;US;Desktop;Office;Office;Standard;2013
Device 19679;US;Desktop;Office;Office;Standard;2013
Device 19680;US;Desktop;Office;Office;Standard;2013
Device 19681;US;Desktop;Office;Office;Standard;2013
Device 19682;US;Desktop;Office;Office;Standard;2013
Device 19683;US;Desktop;Office;Office;Standard;2013
Device 19684;US;Desktop;Office;Office;Standard;2013
Device 19685;US;Desktop;Office;Office;Standard;2013
Device 19686;US;Desktop;Office;Office;Standard;2013
Device 19687;US;Desktop;Office;Office;Standard;2013
Device 19688;US;Desktop;Office;Office;Standard;2013
Device 19689;US;Desktop;Office;Office;Standard;2013
Device 19690;US;Desktop;Office;Office;Standard;2013
Device 19691;US;Desktop;Office;Office;Standard;2013
Device 19692;US;Desktop;Office;Office;Standard;2013
Device 19693;US;Desktop;Office;Office;Standard;2013
Device 19694;US;Desktop;Office;Office;Standard;2013
Device 19695;US;Desktop;Office;Office;Standard;2013
Device 19696;US;Desktop;Office;Office;Standard;2013
Device 19697;US;Desktop;Visual;Visual Studio;Professional;2013
Device 19697;US;Desktop;Office;Office;Standard;2013
Device 19697;US;Desktop;Visual;Visual Studio;Premium;2010
Device 19698;US;Desktop;Office;Office;Standard;2013
Device 19699;US;Desktop;Office;Office;Standard;2013
Device 19700;US;Desktop;Office;Office;Standard;2013
Device 19701;US;Desktop;Office;Office;Standard;2013
Device 19702;US;Desktop;Office;Office;Standard;2013
Device 19703;US;Desktop;Office;Office;Standard;2013
Device 19704;US;Desktop;Office;Office;Standard;2013
Device 19705;US;Desktop;Office;Office;Standard;2013
Device 19706;US;Desktop;Office;Office;Standard;2013
Device 19707;US;Desktop;Office;Office;Standard;2013
Device 19708;US;Desktop;Office;Office;Standard;2013
Device 19709;US;Desktop;Office;Office;Standard;2013
Device 19710;US;Desktop;Office;Office;Standard;2013
Device 19711;US;Desktop;Office;Office;Standard;2013
Device 19712;US;Desktop;Office;Office;Standard;2013
Device 19713;US;Desktop;Office;Office;Standard;2013
Device 19714;US;Desktop;Office;Office;Standard;2013
Device 19715;US;Desktop;Office;Office;Standard;2013
Device 19716;US;Desktop;Office;Office;Standard;2013
Device 19717;US;Desktop;Office;Office;Standard;2013
Device 19718;US;Desktop;Office;Office;Standard;2013
Device 19719;US;Desktop;Office;Office;Standard;2013
Device 19720;US;Desktop;Office;Office;Standard;2010
Device 19721;US;Desktop;Office;Office;Standard;2010
Device 19721;US;Desktop;Office;Visio;Premium;2010
Device 19722;US;Serveur;Office;Office;Professional Plus;2010
Device 19723;US;Desktop;Office;Office;Standard;2010
Device 19724;US;Desktop;Office;Office;Professional Plus;2016
Device 19724;US;Desktop;Office;Office;Professional Plus;2007
Device 19725;US;Desktop;Office;Office;Standard;2016
Device 19725;US;Desktop;Skype;Skype for Business;;2016
Device 19726;US;Desktop;Office;Office;Standard;2016
Device 19726;US;Desktop;Skype;Skype for Business;;2016
Device 19727;US;Desktop;Office;Office;Standard;2010
Device 19728;US;Desktop;Office;Office;Standard;2010
Device 19729;US;Desktop;Skype;Skype for Business;;2016
Device 19729;US;Desktop;Office;Project;Standard;2010
Device 19729;US;Desktop;Office;Office;Standard;2016
Device 19730;US;Desktop;Skype;Skype for Business;;2016
Device 19730;US;Desktop;Office;Office;Professional Plus;2010
Device 19730;US;Desktop;Office;Office;Standard;2016
Device 19731;US;Desktop;Office;Office;Standard;2010
Device 19732;US;Desktop;Office;Office;Standard;2010
Device 19733;US;Desktop;Office;Project;Standard;2010
Device 19733;US;Desktop;Office;Office;Standard;2016
Device 19733;US;Desktop;Skype;Skype for Business;;2016
Device 19733;US;Desktop;Office;Visio;Professional;2010
Device 19734;US;Desktop;Office;Office;Standard;2010
Device 19735;US;Desktop;Office;Office;Standard;2010
Device 19736;US;Desktop;Office;Office;Standard;2016
Device 19736;US;Desktop;Skype;Skype for Business;;2016
Device 19737;US;Serveur;Visual;Visual Studio;Premier;2005
Device 19738;US;Desktop;Office;Office;Standard;2010
Device 19739;US;Desktop;Office;Office;Standard;2016
Device 19739;US;Desktop;Skype;Skype for Business;;2016
Device 19740;US;Desktop;Office;Office;Standard;2016
Device 19740;US;Desktop;Skype;Skype for Business;;2016
Device 19741;US;Desktop;Office;Visio;Professional;2010
Device 19741;US;Desktop;Office;Office;Standard;2010
Device 19742;US;Desktop;Office;Visio;Professional;2010
Device 19742;US;Desktop;Office;Project;Standard;2010
Device 19742;US;Desktop;Office;Office;Standard;2010
Device 19743;US;Desktop;Skype;Skype for Business;;2016
Device 19743;US;Desktop;Office;Project;Standard;2010
Device 19743;US;Desktop;Office;Office;Standard;2016
Device 19744;US;Desktop;Visual;Visual Studio;Professional;2010
Device 19744;US;Desktop;Office;Office;Standard;2010
Device 19745;US;Desktop;Office;Office;Standard;2010
Device 19746;US;Desktop;Office;Office;Standard;2010
Device 19746;US;Desktop;Visual;Visual Studio;Professional;2010
Device 19747;US;Desktop;Office;Office;Standard;2010
Device 19748;US;Desktop;Office;Office;Professional Plus;2010
Device 19749;US;Desktop;Office;Office;Professional Plus;2010
Device 19749;US;Desktop;Office;Visio;Professional;2010
Device 19749;US;Desktop;Office;Project;Professional;2010
Device 19750;US;Desktop;Office;Office;Professional Plus;2010
Device 19750;US;Desktop;Office;Project;Professional;2010
Device 19751;US;Desktop;Office;Office;Standard;2013
Device 19751;US;Desktop;Office;Office;Professional;2003
Device 19751;US;Desktop;Office;Project;Standard;2010
Device 19751;US;Desktop;Office;Visio;Professional;2010
Device 19752;US;Desktop;Office;Office;Standard;2010
Device 19752;US;Desktop;Office;Visio;Professional;2010
Device 19753;US;Desktop;Office;Project;Professional;2010
Device 19753;US;Desktop;Office;Office;Professional Plus;2010
Device 19753;US;Desktop;Office;Visio;Professional;2010
Device 19754;US;Desktop;Office;Office;Standard;2010
Device 19755;US;Desktop;Office;Office;Standard;2010
Device 19756;US;Desktop;Office;Office;Standard;2010
Device 19756;US;Desktop;Office;Project;Professional;2010
Device 19757;US;Desktop;Office;Office;Standard;2013
Device 19758;US;Desktop;Office;Office;Professional Plus;2010
Device 19759;US;Desktop;Office;Office;Standard;2013
Device 19759;US;Desktop;Office;Visio;Professional;2010
Device 19760;US;Desktop;Office;Project;Professional;2010
Device 19760;US;Desktop;Office;Office;Professional Plus;2010
Device 19760;US;Desktop;Office;Visio;Professional;2010
Device 19761;US;Desktop;Office;Office;Professional Plus;2016
Device 19762;US;Desktop;Office;Office;Professional Plus;2010
Device 19763;US;Desktop;Office;Office;Standard;2013
Device 19764;US;Desktop;Office;Office;Standard;2013
Device 19765;US;Desktop;Office;Office;Standard;2013
Device 19766;US;Desktop;Office;Office;Professional Plus;2010
Device 19767;US;Desktop;Skype;Skype for Business;;2016
Device 19767;US;Desktop;Office;Office;Standard;2016
Device 19768;US;Desktop;Office;Office;Standard;2010
Device 19769;US;Desktop;Office;Office;Professional Plus;2010
Device 19770;US;Desktop;Office;Office;Standard;2010
Device 19771;US;Desktop;Office;Office;Professional Plus;2010
Device 19772;US;Desktop;Office;Office;Professional Plus;2010
Device 19773;US;Desktop;Office;Office;Professional Plus;2010
Device 19774;US;Desktop;Office;Office;Professional Plus;2010
Device 19775;US;Desktop;Office;Office;Standard;2010
Device 19776;US;Desktop;Office;Office;Standard;2016
Device 19777;US;Desktop;Office;Office;Standard;2010
Device 19777;US;Desktop;Office;Visio;Professional;2010
Device 19778;US;Desktop;Office;Office;Standard;2010
Device 19779;US;Desktop;Office;Office;Professional Plus;2010
Device 19780;US;Desktop;Office;Office;Professional Plus;2010
Device 19781;US;Desktop;Office;Project;Professional;2010
